Rk,Player,Pos,Tm,Salary,NewPlayer
,Chris Board\BoarCh00,LB,BAL,"$570,000 ",Chris Board
,Chris Boswell\BoswCh00,K,PIT,"$1,000,000 ",Chris Boswell
,Chris Carson\CarsCh00,RB,SEA,"$645,000 ",Chris Carson
,Chris Conley\ConlCh00,WR,JAX,"$805,000 ",Chris Conley
,Chris Godwin\GodwCh00,WR,TAM,"$677,000 ",Chris Godwin
108,Chris Harris\HarrCh01,CB,DEN,"$7,800,000 ",Chris Harris
795,Chris Hogan\HogaCh00,WR,CAR,"$825,000 ",Chris Hogan
144,Chris Hubbard\HubbCh00,G,CLE,"$6,150,000 ",Chris Hubbard
,Chris Jones\JoneCh02,P,DAL,"$1,800,000 ",Chris Jones
,Chris Jones\JoneCh06,CB,ARI,"$570,000 ",Chris Jones
576,Chris Jones\JoneCh09,DT,KAN,"$1,199,714 ",Chris Jones
,Chris Lacy\LacyCh00,WR,DET,"$495,000 ",Chris Lacy
,Chris Lammons\LammCh00,DB,MIA,"$495,000 ",Chris Lammons
,Chris Lindstrom\LindCh00,OL,ATL,"$495,000 ",Chris Lindstrom
,Chris Moore\MoorCh00,WR,BAL,"$720,000 ",Chris Moore
,Chris Peace\PeacCh00,DE,2TM,"$495,000 ",Chris Peace
,Chris Reed\ReedCh00,G,MIA,"$1,000,000 ",Chris Reed
,Chris Smith\SmitCh03,DE,CLE,"$2,750,000 ",Chris Smith
,Chris Thompson\ThomCh03,RB,WAS,"$2,750,000 ",Chris Thompson
913,Chris Wormley\WormCh00,DT,BAL,"$736,000 ",Chris Wormley
,Christian Covington\CoviCh00,DT,DAL,"$1,000,000 ",Christian Covington
319,Christian Jones\JoneCh05,ILB,DET,"$2,450,000 ",Christian Jones
910,Christian Kirk\KirkCh01,WR,ARI,"$747,948 ",Christian Kirk
,Christian Kirksey\KirkCh00,OLB,CLE,"$7,000,000 ",Christian Kirksey
346,Christian McCaffrey\McCaCh01,RB,CAR,"$2,032,390 ",Christian McCaffrey
,Christian Miller\MillCh04,EDGE,CAR,"$495,000 ",Christian Miller
,Christian Wilkins\WilkCh00,DL,MIA,"$495,000 ",Christian Wilkins
,Christopher Milton\MiltCh00,CB,TEN,"$900,000 ",Christopher Milton
,Chuck Clark\ClarCh00,FS,BAL,"$645,000 ",Chuck Clark
,Chuma Edoga\EdogCh00,OL,NYJ,"$495,000 ",Chuma Edoga
,Clark Harris\HarrCl20,TE,CIN,"$1,030,000 ",Clark Harris
,Clay Matthews\MattCl99,LB,LAR,"$3,000,000 ",Clay Matthews
,Clayton Fejedelem\FejeCl00,FS,CIN,"$720,000 ",Clayton Fejedelem
,Clayton Geathers\GeatCl00,SS,IND,"$1,250,000 ",Clayton Geathers
,Clelin Ferrell\FerrCl00,EDGE,OAK,"$495,000 ",Clelin Ferrell
,Cody Barton\BartCo00,LB,SEA,"$495,000 ",Cody Barton
,Cody Core\CoreCo00,WR,NYG,"$720,000 ",Cody Core
459,Cody Davis\DaviCo02,S,JAX,"$1,750,000 ",Cody Davis
,Cody Ford\FordCo00,OL,BUF,"$495,000 ",Cody Ford
757,Cody Latimer\LatiCo00,WR,NYG,"$925,000 ",Cody Latimer
633,Cody Whitehair\WhitCo03,OG,CHI,"$1,026,077 ",Cody Whitehair
,Colby Wadman\WadmCo00,P,DEN,"$570,000 ",Colby Wadman
340,Cole Beasley\BeasCo00,WR,BUF,"$2,200,000 ",Cole Beasley
,Cole Holcomb\HolcCo00,LB,WAS,"$495,000 ",Cole Holcomb
,Cole Mazza\MazzCo01,LS,LAC,"$495,000 ",Cole Mazza
,Coleman Shelton\ShelCo00,C,LAR,"$495,000 ",Coleman Shelton
,Colin Holba\HolbCo00,LS,SFO,"$645,000 ",Colin Holba
726,Colin Jones\JoneCo01,DB,CAR,"$930,000 ",Colin Jones
,Colt McCoy\McCoCo00,QB,WAS,"$3,000,000 ",Colt McCoy
,Connor McGovern\McGoCo00,OG,DEN,"$2,025,000 ",Connor McGovern
916,Connor Williams\WillCo00,OT,DAL,"$729,500 ",Connor Williams
808,Cooper Kupp\KuppCo00,WR,LAR,"$811,000 ",Cooper Kupp
,Cooper Rush\RushCo00,QB,DAL,"$645,000 ",Cooper Rush
,Cordarrelle Patterson\PattCo00,WR,CHI,"$3,000,000 ",Cordarrelle Patterson
,Corey Ballentine\BallCo00,CB,NYG,"$495,000 ",Corey Ballentine
,Corey Bojorquez\BojoCo00,P,BUF,"$570,000 ",Corey Bojorquez
,Corey Clement\ClemCo00,RB,PHI,"$645,000 ",Corey Clement
,Corey Davis\DaviCo03,WR,TEN,"$645,000 ",Corey Davis
197,Corey Linsley\LinsCo00,C,GNB,"$4,300,000 ",Corey Linsley
,Corey Liuget\LiugCo00,DT,OAK,"$930,000 ",Corey Liuget
,Corey Nelson\NelsCo00,OLB,DEN,"$805,000 ",Corey Nelson
,Corey Peters\PeteCo00,DT,ARI,"$3,250,000 ",Corey Peters
,Corey Thompson\ThomCo02,LB,BUF,"$570,000 ",Corey Thompson
,Cornelius Lucas\LucaCo01,T,CHI,"$805,000 ",Cornelius Lucas
,Cortez Broughton\BrouCo00,DL,LAC,"$495,000 ",Cortez Broughton
,Cory Littleton\LittCo01,LB,LAR,"$3,095,000 ",Cory Littleton
897,Courtland Sutton\SuttCo00,WR,DEN,"$790,996 ",Courtland Sutton
,Craig James\JameCr01,CB,PHI,"$570,000 ",Craig James
,Craig Robertson\RobeCr00,LB,NOR,"$1,000,000 ",Craig Robertson
,Cullen Gillaspia\GillCu00,RB,HOU,"$495,000 ",Cullen Gillaspia
,Curtis Riley\RileCu00,CB,OAK,"$720,000 ",Curtis Riley
609,Curtis Samuel\SamuCu00,WR,CAR,"$1,051,698 ",Curtis Samuel
707,Cyrus Jones\JoneCy00,CB,BAL,"$996,000 ",Cyrus Jones
,D.J. Alexander\AlexD.00,OLB,JAX,"$805,000 ",D.J. Alexander
,D.J. Fluker\FlukDJ00,OT,SEA,"$850,000 ",D.J. Fluker
,D.J. Foster\FostD.01,RB,ARI,"$645,000 ",D.J. Foster
160,D.J. Hayden\HaydDJ00,CB,JAX,"$5,750,000 ",D.J. Hayden
62,D.J. Humphries\HumpD.00,OT,ARI,"$9,625,000 ",D.J. Humphries
,D.J. Jones\JoneD.01,DT,SFO,"$645,000 ",D.J. Jones
710,D.J. Moore\MoorD.00,WR,CAR,"$987,787 ",D.J. Moore
,D.J. Reader\ReadD.00,DT,HOU,"$2,025,000 ",D.J. Reader
,D.J. Reed\ReedD.00,CB,SFO,"$570,000 ",D.J. Reed
,D.J. Swearinger\SweaDJ00,FS,ARI,"$4,250,000 ",D.J. Swearinger
,D.J. White\WhitD.00,CB,ATL,"$645,000 ",D.J. White
,D.K. Metcalf\MetcDK00,WR,SEA,"$495,000 ",D.K. Metcalf
,DaeSean Hamilton\HamiDa01,WR,DEN,"$570,000 ",DaeSean Hamilton
,Daeshon Hall\HallDa01,DE,PHI,"$645,000 ",Daeshon Hall
,Dak Prescott\PresDa01,QB,DAL,"$2,025,000 ",Dak Prescott
,Dakota Allen\AlleDa01,LB,OAK,"$495,000 ",Dakota Allen
,Dakota Dozier\DoziDa00,OT,MIN,"$805,000 ",Dakota Dozier
915,Dallas Goedert\GoedDa00,TE,PHI,"$735,649 ",Dallas Goedert
,Dallin Leavitt\LeavDa00,S,OAK,"$495,000 ",Dallin Leavitt
,Dalton Risner\RisnDa00,OL,DEN,"$495,000 ",Dalton Risner
,Dalton Schultz\SchuDa00,TE,DAL,"$570,000 ",Dalton Schultz
614,Dalvin Cook\CookDa01,RB,MIN,"$1,042,576 ",Dalvin Cook
773,Dalvin Tomlinson\TomlDa00,DT,NYG,"$880,646 ",Dalvin Tomlinson
,Dalyn Dawkins\DawkDa01,RB,TEN,"$570,000 ",Dalyn Dawkins
,Damarious Randall\RandDa00,FS,CLE,"$9,069,000 ",Damarious Randall
,Damien Harris\HarrDa06,RB,NWE,"$495,000 ",Damien Harris
,Damien Williams\WillDa05,RB,KAN,"$1,050,000 ",Damien Williams
,Damien Wilson\WilsDa02,ILB,KAN,"$720,000 ",Damien Wilson
,Damiere Byrd\ByrdDa00,WR,ARI,"$720,000 ",Damiere Byrd
,Damion Ratley\RatlDa00,WR,CLE,"$570,000 ",Damion Ratley
,Damion Square\SquaDa00,DE,LAC,"$1,500,000 ",Damion Square
,Damion Willis\WillDa11,WR,CIN,"$495,000 ",Damion Willis
129,Damon Harrison\HarrDa03,DT,DET,"$6,750,000 ",Damon Harrison
,Damontae Kazee\KazeDa00,CB,ATL,"$645,000 ",Damontae Kazee
,Dan Bailey\BailDa00,K,MIN,"$1,000,000 ",Dan Bailey
896,Dan Feeney\FeenDa00,OG,LAC,"$793,000 ",Dan Feeney
,Dane Cruikshank\CruiDa00,CB,TEN,"$570,000 ",Dane Cruikshank
,Daniel Brown\BrowDa04,TE,NYJ,"$805,000 ",Daniel Brown
,Daniel Brunskill\BrunDa00,OT,SFO,"$495,000 ",Daniel Brunskill
,Daniel Carlson\CarlDa00,K,OAK,"$570,000 ",Daniel Carlson
,Daniel Ekuale\EkuaDa00,DL,CLE,"$495,000 ",Daniel Ekuale
,Daniel Jones\JoneDa05,QB,NYG,"$495,000 ",Daniel Jones
339,Daniel Kilgore\KilgDa00,OL,MIA,"$2,225,000 ",Daniel Kilgore
,Daniel McCullers\McCuDa00,DT,PIT,"$1,000,000 ",Daniel McCullers
224,Daniel Sorensen\SoreDa01,S,KAN,"$3,600,000 ",Daniel Sorensen
,Danielle Hunter\HuntDa01,DE,MIN,"$9,400,000 ",Danielle Hunter
,Danny Amendola\AmenDa00,WR,DET,"$4,250,000 ",Danny Amendola
,Danny Isidora\IsidDa00,OG,MIA,"$645,000 ",Danny Isidora
,Danny Shelton\ShelDa01,DT,NWE,"$805,000 ",Danny Shelton
,Danny Trevathan\TrevDa00,OLB,CHI,"$5,800,000 ",Danny Trevathan
,Danny Vitale\VitaDa00,FB,GNB,"$720,000 ",Danny Vitale
,Dante Fowler\FowlDa00,OLB,LAR,"$1,000,000 ",Dante Fowler
903,Dante Pettis\PettDa00,WR,SFO,"$770,934 ",Dante Pettis
,DaQuan Jones\JoneDa04,DT,TEN,"$6,000,000 ",DaQuan Jones
,Dare Ogunbowale\OgunDa00,RB,TAM,"$495,000 ",Dare Ogunbowale
345,Daren Bates\BateDa00,LB,TEN,"$2,050,000 ",Daren Bates
,Darian Stewart\StewDa00,DB,TAM,"$930,000 ",Darian Stewart
,Darian Thompson\ThomDa05,FS,DAL,"$720,000 ",Darian Thompson
,Darious Williams\WillDa09,CB,LAR,"$570,000 ",Darious Williams
,Darius Jennings\JennDa00,WR,TEN,"$720,000 ",Darius Jennings
810,Darius Leonard\LeonDa00,LB,IND,"$809,446 ",Darius Leonard
,Darius Phillips\PhilDa02,CB,CIN,"$570,000 ",Darius Phillips
30,Darius Slay\SlayDa00,CB,DET,"$12,550,000 ",Darius Slay
,Darius Slayton\SlayDa01,WR,NYG,"$495,000 ",Darius Slayton
250,Darnell Savage\SavaDa00,S,GNB,"$3,120,000 ",Darnell Savage
588,Da'Ron Payne\PaynDa00,DT,WAS,"$1,135,380 ",Da'Ron Payne
,Darrel Williams\WillDa10,RB,KAN,"$570,000 ",Darrel Williams
,Darrell Daniels\DaniDa02,TE,ARI,"$645,000 ",Darrell Daniels
,Darrell Henderson\HendDa00,RB,LAR,"$495,000 ",Darrell Henderson
,Darren Fells\FellDa01,TE,HOU,"$900,000 ",Darren Fells
,Darren Sproles\SproDa00,RB,PHI,"$1,030,000 ",Darren Sproles
,Darren Waller\WallDa01,WR,OAK,"$720,000 ",Darren Waller
,Darrius Shepherd\ShepDa00,WR,GNB,"$495,000 ",Darrius Shepherd
449,Darron Lee\LeexDa00,OLB,KAN,"$1,843,861 ",Darron Lee
,Darryl Johnson\JohnDa10,DE,BUF,"$495,000 ",Darryl Johnson
,Darryl Roberts\RobeDa00,CB,NYJ,"$1,000,000 ",Darryl Roberts
,Darwin Thompson\ThomDa06,RB,KAN,"$495,000 ",Darwin Thompson
,Daryl Williams\WillDa06,OT,CAR,"$2,250,000 ",Daryl Williams
,Daryl Worley\WorlDa00,CB,OAK,"$3,095,000 ",Daryl Worley
,Davante Adams\AdamDa01,WR,GNB,"$2,750,000 ",Davante Adams
85,David Bakhtiari\BakhDa00,OT,GNB,"$8,500,000 ",David Bakhtiari
119,David DeCastro\DeCaDa00,G,PIT,"$7,070,000 ",David DeCastro
,David Edwards\EdwaDa01,OL,LAR,"$495,000 ",David Edwards
,David Fales\FaleDa00,QB,NYJ,"$805,000 ",David Fales
,David Fluellen\FlueDa00,RB,TEN,"$720,000 ",David Fluellen
162,David Johnson\JohnDa08,RB,ARI,"$5,700,000 ",David Johnson
,David Long\LongDa04,LB,TEN,"$495,000 ",David Long
777,David Mayo\MayoDa00,ILB,NYG,"$850,000 ",David Mayo
,David Montgomery\MontDa01,RB,CHI,"$495,000 ",David Montgomery
,David Moore\MoorDa03,WR,SEA,"$645,000 ",David Moore
544,David Njoku\NjokDa00,TE,CLE,"$1,330,918 ",David Njoku
,David Onyemata\OnyeDa00,DT,NOR,"$2,025,000 ",David Onyemata
,David Quessenberry\QuesDa00,OT,TEN,"$495,000 ",David Quessenberry
,David Sharpe\SharDa02,OT,OAK,"$645,000 ",David Sharpe
,Davon Godchaux\GodcDa00,DT,MIA,"$645,000 ",Davon Godchaux
,Davontae Harris\HarrDa05,CB,DEN,"$570,000 ",Davontae Harris
,Dawson Knox\KnoxDa00,TE,BUF,"$495,000 ",Dawson Knox
,Dawuane Smoot\SmooDa00,DE,JAX,"$812,500 ",Dawuane Smoot
995,Daylon Mack\MackDa00,DL,BAL,"$704,500 ",Daylon Mack
,Dean Lowry\LowrDe00,DE,GNB,"$2,025,000 ",Dean Lowry
,Dean Marlowe\MarlDe00,S,BUF,"$645,000 ",Dean Marlowe
,Deandre Baker\BakeDe00,CB,NYG,"$495,000 ",Deandre Baker
,DeAndre Carter\CartDe02,WR,HOU,"$570,000 ",DeAndre Carter
,DeAndre Hopkins\HopkDe00,WR,HOU,"$12,500,000 ",DeAndre Hopkins
,DeAndre Houston-Carson\HousDe00,FS,CHI,"$720,000 ",DeAndre Houston-Carson
,DeAndre Washington\WashDe00,RB,OAK,"$720,000 ",DeAndre Washington
,De'Anthony Thomas\ThomDe05,RB,KAN,"$805,000 ",De'Anthony Thomas
,Deatrich Wise\WiseDe00,DE,NWE,"$645,000 ",Deatrich Wise
,Dede Westbrook\WestDe00,WR,JAX,"$645,000 ",Dede Westbrook
187,Dee Ford\FordDe00,DE,SFO,"$4,750,000 ",Dee Ford
,Dee Virgin\VirgDe00,CB,DET,"$570,000 ",Dee Virgin
,Deebo Samuel\SamuDe00,WR,SFO,"$495,000 ",Deebo Samuel
,DeForest Buckner\BuckDe00,DT,SFO,"$720,000 ",DeForest Buckner
606,Deion Jones\JoneDe01,OLB,ATL,"$1,069,860 ",Deion Jones
,Deionte Thompson\ThomDe06,S,ARI,"$495,000 ",Deionte Thompson
207,Delanie Walker\WalkHu00,TE,TEN,"$4,080,000 ",Delanie Walker
1016,Delano Hill\HillDe02,FS,SEA,"$678,000 ",Delano Hill
215,Demar Dotson\DotsDe00,T,TAM,"$3,975,000 ",Demar Dotson
,Demarcus Lawrence\LawrDe00,DE,DAL,"$1,500,000 ",Demarcus Lawrence
,Demarcus Robinson\RobiDe01,WR,KAN,"$2,015,500 ",Demarcus Robinson
756,DeMarcus Walker\WalkDe03,DE,DEN,"$926,260 ",DeMarcus Walker
155,Demario Davis\DaviDe00,OLB,NOR,"$5,950,000 ",Demario Davis
,Demaryius Thomas\ThomDe03,WR,NYJ,"$1,200,000 ",Demaryius Thomas
,Demetrius Harris\HarrDe03,TE,CLE,"$1,250,000 ",Demetrius Harris
,Demone Harris\HarrDe06,DE,TAM,"$570,000 ",Demone Harris
,Denico Autry\AutrDe00,DE,IND,"$3,500,000 ",Denico Autry
,Dennis Daley\DaleDe00,OL,CAR,"$495,000 ",Dennis Daley
,Dennis Gardeck\GardDe01,LB,ARI,"$570,000 ",Dennis Gardeck
,Dennis Kelly\KellDe00,OT,TEN,"$1,350,000 ",Dennis Kelly
,Denzel Perryman\PerrDe00,ILB,LAC,"$850,000 ",Denzel Perryman
451,Denzel Ward\WardDe02,CB,CLE,"$1,805,698 ",Denzel Ward
,Denzelle Good\GoodDe01,OT,OAK,"$1,000,000 ",Denzelle Good
,Deon Bush\BushDe00,FS,CHI,"$720,000 ",Deon Bush
,Deon Cain\CainDe00,WR,IND,"$495,000 ",Deon Cain
,Deon Lacey\LaceDe00,LB,MIA,"$645,000 ",Deon Lacey
,Deon Yelder\YeldDe00,TE,KAN,"$570,000 ",Deon Yelder
610,Deone Bucannon\BucaDe00,SS,TAM,"$1,050,000 ",Deone Bucannon
,Deonte Harris\HarrDe07,WR,NOR,"$495,000 ",Deonte Harris
471,Derek Barnett\BarnDe01,DE,PHI,"$1,633,252 ",Derek Barnett
4,Derek Carr\CarrDe02,QB,OAK,"$19,900,000 ",Derek Carr
473,Derek Carrier\CarrDe00,WR,OAK,"$1,600,000 ",Derek Carrier
,Derek Watt\WattDe00,FB,LAC,"$720,000 ",Derek Watt
,Derek Wolfe\WolfDe00,DT,DEN,"$8,000,000 ",Derek Wolfe
,D'Ernest Johnson\JohnDE04,RB,CLE,"$495,000 ",D'Ernest Johnson
578,Derrick Henry\HenrDe00,RB,TEN,"$1,187,445 ",Derrick Henry
1208,Derrick Nnadi\NnadDe00,DT,KAN,"$601,500 ",Derrick Nnadi
1007,Derrius Guice\GuicDe00,RB,WAS,"$686,452 ",Derrius Guice
,DeSean Jackson\JackDe00,WR,PHI,"$1,030,000 ",DeSean Jackson
467,Deshaun Watson\WatsDe00,QB,HOU,"$1,724,480 ",Deshaun Watson
572,Deshazor Everett\EverDe01,CB,WAS,"$1,225,000 ",Deshazor Everett
,DeShon Elliott\ElliDe02,SS,BAL,"$570,000 ",DeShon Elliott
,Desmond King\KingDe01,FS,LAC,"$645,000 ",Desmond King
,Desmond Trufant\TrufDe00,CB,ATL,"$9,500,000 ",Desmond Trufant
,De'Vante Bausby\BausDe00,DB,DEN,"$645,000 ",De'Vante Bausby
,Devante Bond\BondDe00,OLB,TAM,"$645,000 ",Devante Bond
,Devante Downs\DownDe00,LB,MIN,"$570,000 ",Devante Downs
,DeVante Parker\ParkDe01,WR,MIA,"$3,500,000 ",DeVante Parker
,Devaroe Lawrence\LawrDe02,DL,CLE,"$570,000 ",Devaroe Lawrence
,Devin Bush\BushDe01,LB,PIT,"$495,000 ",Devin Bush
,Devin Funchess\FuncDe00,WR,IND,"$3,000,000 ",Devin Funchess
,Devin McCourty\McCoDe99,DB,NWE,"$9,000,000 ",Devin McCourty
,Devin Singletary\SingDe00,RB,BUF,"$495,000 ",Devin Singletary
,Devin Smith\SmitDe04,WR,DAL,"$645,000 ",Devin Smith
,Devin White\WhitDe02,LB,TAM,"$495,000 ",Devin White
,Devine Ozigbo\OzigDe01,RB,JAX,"$495,000 ",Devine Ozigbo
,Devon Kennard\KennDe00,OLB,DET,"$3,500,000 ",Devon Kennard
,De'Vondre Campbell\CampDe00,OLB,ATL,"$2,025,000 ",De'Vondre Campbell
221,Devonta Freeman\FreeDe00,RB,ATL,"$3,750,000 ",Devonta Freeman
,Devontae Booker\BookDe00,RB,DEN,"$720,000 ",Devontae Booker
,Dexter Lawrence\LawrDe03,DL,NYG,"$495,000 ",Dexter Lawrence
792,Dion Dawkins\DawkDi00,OG,BUF,"$845,294 ",Dion Dawkins
208,Dion Lewis\LewiDi00,RB,TEN,"$4,000,000 ",Dion Lewis
,Diontae Johnson\JohnDi01,WR,PIT,"$495,000 ",Diontae Johnson
,Diontae Spencer\SpenDi00,WR,DEN,"$495,000 ",Diontae Spencer
1010,DJ Chark\CharDJ00,WR,JAX,"$682,147 ",DJ Chark
,Dominique Rodgers-Cromartie\RodgDo99,DB,WAS,"$1,030,000 ",Dominique Rodgers-Cromartie
,Don Muhlbach\MuhlDo20,C,DET,"$1,030,000 ",Don Muhlbach
617,Donald Penn\PennDo20,T,WAS,"$1,030,000 ",Donald Penn
,Donovan Smith\SmitDo02,OT,TAM,"$7,000,000 ",Donovan Smith
,Donovan Wilson\WilsDo01,S,DAL,"$495,000 ",Donovan Wilson
,Dont'a Hightower\HighDo01,ILB,NWE,"$7,000,000 ",Dont'a Hightower
,Dontae Johnson\JohnDo02,FS,2TM,"$805,000 ",Dontae Johnson
,Dontari Poe\PoexDo00,DT,CAR,"$4,500,000 ",Dontari Poe
,Dontavius Russell\RussDo00,DL,JAX,"$495,000 ",Dontavius Russell
1001,Donte Jackson\JackDo02,CB,CAR,"$698,751 ",Donte Jackson
,Donte Moncrief\MoncDo00,WR,PIT,"$1,500,000 ",Donte Moncrief
,Dontrell Hilliard\HillDo00,RB,CLE,"$570,000 ",Dontrell Hilliard
,Dontrelle Inman\InmaDo00,WR,LAC,"$805,000 ",Dontrelle Inman
,Dorance Armstrong\ArmsDo00,DE,DAL,"$570,000 ",Dorance Armstrong
1211,Dorian O'Daniel\ODanDo00,OLB,KAN,"$584,000 ",Dorian O'Daniel
,Doug Middleton\MiddDo01,S,MIA,"$570,000 ",Doug Middleton
992,Dre Greenlaw\GreeDr00,LB,SFO,"$710,000 ",Dre Greenlaw
74,Dre Kirkpatrick\KirkDr00,CB,CIN,"$9,150,000 ",Dre Kirkpatrick
,Dre'Mont Jones\JoneDr00,DL,DEN,"$495,000 ",Dre'Mont Jones
,Drew Brees\BreeDr00,QB,NOR,"$1,400,000 ",Drew Brees
,Drew Sample\SampDr00,TE,CIN,"$495,000 ",Drew Sample
805,Dru Samia\SamiDr00,OL,MIN,"$812,500 ",Dru Samia
,Drue Tranquill\TranDr00,LB,LAC,"$495,000 ",Drue Tranquill
,Duane Brown\BrowDu20,G,SEA,"$8,000,000 ",Duane Brown
1002,Duke Dawson\DawsDu00,CB,DEN,"$695,676 ",Duke Dawson
,Duke Johnson\JohnDu00,RB,HOU,"$1,800,000 ",Duke Johnson
917,Duke Riley\RileDu00,OLB,2TM,"$726,500 ",Duke Riley
,Duke Shelley\ShelDu00,CB,CHI,"$495,000 ",Duke Shelley
,Duke Williams\WillDu01,WR,BUF,"$495,000 ",Duke Williams
