Rk,Player,Pos,Tm,Salary,NewPlayer
447,Marshon Lattimore\LattMa01,CB,NOR,"$1,861,324 ",Marshon Lattimore
1195,Martinas Rankin\RankMa00,OT,KAN,"$634,000 ",Martinas Rankin
,Marvell Tell\TellMa00,S,IND,"$495,000 ",Marvell Tell
,Marvin Hall\HallMa02,WR,DET,"$645,000 ",Marvin Hall
,Marvin Jones\JoneMa02,WR,DET,"$6,500,000 ",Marvin Jones
,Mason Cole\ColeMa02,C,ARI,"$570,000 ",Mason Cole
246,Mason Crosby\CrosMa20,K,GNB,"$3,200,000 ",Mason Crosby
1038,Mason Rudolph\RudoMa00,QB,PIT,"$658,267 ",Mason Rudolph
,Matt Barkley\BarkMa00,QB,BUF,"$1,250,000 ",Matt Barkley
,Matt Breida\BreiMa00,RB,SFO,"$645,000 ",Matt Breida
,Matt Dickerson\DickMa00,DE,TEN,"$570,000 ",Matt Dickerson
,Matt Feiler\FeilMa00,T,PIT,"$645,000 ",Matt Feiler
,Matt Gay\GayxMa00,K,TAM,"$495,000 ",Matt Gay
,Matt Haack\HaacMa00,P,MIA,"$645,000 ",Matt Haack
,Matt Judon\JudoMa00,DE,BAL,"$2,025,000 ",Matt Judon
,Matt LaCosse\LaCoMa00,TE,NWE,"$700,000 ",Matt LaCosse
,Matt Milano\MilaMa00,OLB,BUF,"$645,000 ",Matt Milano
,Matt Paradis\ParaMa00,C,CAR,"$1,000,000 ",Matt Paradis
,Matt Prater\PratMa20,K,DET,"$2,200,000 ",Matt Prater
,Matt Pryor\PryoMa00,OT,PHI,"$570,000 ",Matt Pryor
290,Matt Ryan\RyanMa00,QB,ATL,"$2,750,000 ",Matt Ryan
,Matt Schaub\SchaMa00,QB,ATL,"$1,030,000 ",Matt Schaub
,Matt Skura\SkurMa01,C,BAL,"$645,000 ",Matt Skura
,Matt Wile\WileMa01,P,ATL,"$645,000 ",Matt Wile
,Matthew Adams\AdamMa00,LB,IND,"$570,000 ",Matthew Adams
304,Matthew Bosher\BoshMa00,P,ATL,"$2,545,000 ",Matthew Bosher
,Matthew Ioannidis\IoanMa01,DT,WAS,"$2,025,000 ",Matthew Ioannidis
,Matthew Orzech\OrzeMa00,TE,JAX,"$495,000 ",Matthew Orzech
,Matthew Slater\SlatMa00,WR,NWE,"$1,600,000 ",Matthew Slater
22,Matthew Stafford\StafMa00,QB,DET,"$13,500,000 ",Matthew Stafford
,Matthias Farley\FarlMa00,DB,NYJ,"$3,095,000 ",Matthias Farley
,Maurice Alexander\AlexMa00,SS,BUF,"$850,000 ",Maurice Alexander
,Maurice Canady\CanaMa00,CB,BAL,"$720,000 ",Maurice Canady
,Maurice Hurst\HursMa00,DT,OAK,"$570,000 ",Maurice Hurst
,Maurkice Pouncey\PounMa20,C,PIT,"$1,000,000 ",Maurkice Pouncey
,Max Scharping\SchaMa01,OT,HOU,"$495,000 ",Max Scharping
797,Maxx Crosby\CrosMa00,EDGE,OAK,"$822,500 ",Maxx Crosby
,Maxx Williams\WillMa04,TE,ARI,"$805,000 ",Maxx Williams
,Mecole Hardman\HardMe00,WR,KAN,"$495,000 ",Mecole Hardman
163,Melvin Gordon\GordMe00,RB,LAC,"$5,605,000 ",Melvin Gordon
,Melvin Ingram\IngrMe00,DE,LAC,"$17,000,000 ",Melvin Ingram
216,Micah Hyde\HydeMi00,CB,BUF,"$3,950,000 ",Micah Hyde
,Michael Bennett\BennMi99,DE,NWE,"$3,000,000 ",Michael Bennett
110,Michael Brockers\BrocMi00,DT,LAR,"$7,777,777 ",Michael Brockers
,Michael Davis\DaviMi03,,LAC,"$645,000 ",Michael Davis
,Michael Deiter\DeitMi00,OL,MIA,"$495,000 ",Michael Deiter
,Michael Dickson\DickMi00,P,SEA,"$570,000 ",Michael Dickson
,Michael Dogbe\DogbMi00,DL,ARI,"$495,000 ",Michael Dogbe
1196,Michael Gallup\GallMi00,WR,DAL,"$629,000 ",Michael Gallup
,Michael Jordan\JordMi01,OL,CIN,"$495,000 ",Michael Jordan
893,Michael Palardy\PalaMi00,P,CAR,"$800,000 ",Michael Palardy
,Michael Person\PersMi00,OL,SFO,"$1,450,000 ",Michael Person
,Michael Pierce\PierMi00,DT,BAL,"$3,095,000 ",Michael Pierce
,Michael Schofield\SchoMi00,OT,LAC,"$2,000,000 ",Michael Schofield
440,Michael Thomas\ThomMi02,S,NYG,"$1,900,000 ",Michael Thomas
586,Michael Thomas\ThomMi05,WR,NOR,"$1,148,041 ",Michael Thomas
,Mike Boone\BoonMi00,RB,MIN,"$570,000 ",Mike Boone
,Mike Daniels\DaniMi00,DT,DET,"$7,800,000 ",Mike Daniels
,Mike Davis\DaviMi01,RB,CHI,"$1,000,000 ",Mike Davis
,Mike Edwards\EdwaMi01,S,TAM,"$495,000 ",Mike Edwards
7,Mike Evans\EvanMi00,WR,TAM,"$17,000,000 ",Mike Evans
,Mike Ford\FordMi01,CB,DET,"$570,000 ",Mike Ford
899,Mike Gesicki\GesiMi00,TE,MIA,"$780,542 ",Mike Gesicki
,Mike Hilton\HiltMi01,CB,PIT,"$645,000 ",Mike Hilton
755,Mike Hughes\HughMi00,CB,MIN,"$928,522 ",Mike Hughes
,Mike Iupati\IupaMi20,G,SEA,"$1,000,000 ",Mike Iupati
,Mike McGlinchey\McGlMi00,OT,SFO,"$570,000 ",Mike McGlinchey
,Mike Pouncey\PounMi00,OL,LAC,"$6,000,000 ",Mike Pouncey
,Mike Purcell\PurcMi00,DT,DEN,"$645,000 ",Mike Purcell
,Mike Remmers\RemmMi00,T,NYG,"$1,125,000 ",Mike Remmers
,Mike Thomas\ThomMi04,WR,LAR,"$720,000 ",Mike Thomas
332,Mike Williams\WillMi07,WR,LAC,"$2,260,448 ",Mike Williams
,Miles Boykin\BoykMi00,WR,BAL,"$495,000 ",Miles Boykin
,Miles Brown\BrowMi01,DT,ARI,"$495,000 ",Miles Brown
,Miles Killebrew\KillMi00,SS,DET,"$720,000 ",Miles Killebrew
,Miles Sanders\SandMi01,RB,PHI,"$495,000 ",Miles Sanders
571,Minkah Fitzpatrick\FitzMi00,FS,2TM,"$1,227,626 ",Minkah Fitzpatrick
196,Mitch Morse\MorsMi00,OT,BUF,"$4,400,000 ",Mitch Morse
,Mitch Wishnowsky\WishMi00,P,SFO,"$495,000 ",Mitch Wishnowsky
,Mitchell Loewen\LoewMi00,DE,NOR,"$570,000 ",Mitchell Loewen
,Mitchell Schwartz\SchwMi00,T,KAN,"$6,000,000 ",Mitchell Schwartz
,Mitchell Trubisky\TrubMi00,QB,CHI,"$645,000 ",Mitchell Trubisky
,Mo Alie-Cox\AlieMo00,TE,IND,"$570,000 ",Mo Alie-Cox
,Mohamed Sanu\SanuMo00,WR,ATL,"$6,000,000 ",Mohamed Sanu
,Montae Nicholson\NichMo00,SS,WAS,"$645,000 ",Montae Nicholson
,Montez Sweat\SweaMo00,EDGE,WAS,"$495,000 ",Montez Sweat
1024,Montravius Adams\AdamMo00,DT,GNB,"$671,000 ",Montravius Adams
,Morgan Burnett\BurnMo99,DB,CLE,"$1,000,000 ",Morgan Burnett
,Morgan Cox\CoxxMo00,C,BAL,"$1,000,000 ",Morgan Cox
,Morgan Fox\FoxxMo00,DL,LAR,"$645,000 ",Morgan Fox
,Morgan Moses\MoseMo00,OT,WAS,"$4,750,000 ",Morgan Moses
604,Morris Claiborne\ClaiMo00,CB,KAN,"$1,080,000 ",Morris Claiborne
,Mychal Kendricks\KendMy00,ILB,SEA,"$2,000,000 ",Mychal Kendricks
,MyCole Pruitt\PruiMy00,TE,TEN,"$720,000 ",MyCole Pruitt
245,Myles Garrett\GarrMy00,DE,CLE,"$3,229,750 ",Myles Garrett
546,Myles Jack\JackMy00,OLB,JAX,"$1,313,787 ",Myles Jack
,Najee Goode\GoodNa00,ILB,JAX,"$805,000 ",Najee Goode
,Nasir Adderley\AddeNa00,S,LAC,"$495,000 ",Nasir Adderley
,Nate Davis\DaviNa01,OL,TEN,"$495,000 ",Nate Davis
,Nate Ebner\EbneNa00,DB,NWE,"$2,000,000 ",Nate Ebner
,Nate Hairston\HairNa00,CB,NYJ,"$645,000 ",Nate Hairston
28,Nate Solder\SoldNa00,T,NYG,"$12,900,000 ",Nate Solder
,Nathan Gerry\GerrNa00,SS,PHI,"$645,000 ",Nathan Gerry
,Nathan Stupar\StupNa01,OLB,NYG,"$805,000 ",Nathan Stupar
,Natrell Jamerson\JameNa00,FS,CAR,"$570,000 ",Natrell Jamerson
,Natrez Patrick\PatrNa00,LB,LAR,"$495,000 ",Natrez Patrick
172,Ndamukong Suh\SuhxNd99,DT,TAM,"$5,250,000 ",Ndamukong Suh
,Neiko Thorpe\ThorNe00,DB,SEA,"$850,000 ",Neiko Thorpe
70,Nelson Agholor\AghoNe00,WR,PHI,"$9,387,000 ",Nelson Agholor
,Neville Hewitt\HewiNe00,LB,NYJ,"$1,000,000 ",Neville Hewitt
,Nicholas Morrow\MorrNi00,LB,OAK,"$645,000 ",Nicholas Morrow
,Nick Allegretti\AlleNi00,G,KAN,"$495,000 ",Nick Allegretti
,Nick Bawden\BawdNi00,RB,DET,"$495,000 ",Nick Bawden
,Nick Bellore\BellNi01,LB,SEA,"$930,000 ",Nick Bellore
,Nick Bosa\BosaNi00,EDGE,SFO,"$495,000 ",Nick Bosa
,Nick Boyle\BoylNi00,TE,BAL,"$1,000,000 ",Nick Boyle
803,Nick Chubb\ChubNi00,RB,CLE,"$815,595 ",Nick Chubb
,Nick Dzubnar\DzubNi00,LB,LAC,"$1,375,000 ",Nick Dzubnar
,Nick Easton\EastNi00,C,NOR,"$2,000,000 ",Nick Easton
,Nick Foles\FoleNi00,QB,JAX,"$5,000,000 ",Nick Foles
,Nick Gates\GateNi00,OT,NYG,"$495,000 ",Nick Gates
,Nick Kwiatkoski\KwiaNi00,ILB,CHI,"$2,025,000 ",Nick Kwiatkoski
594,Nick Martin\MartNi00,C,HOU,"$1,101,133 ",Nick Martin
,Nick O'Leary\OLeaNi00,TE,MIA,"$1,000,000 ",Nick O'Leary
,Nick Scott\ScotNi01,S,LAR,"$495,000 ",Nick Scott
,Nick Sundberg\SundNi00,C,WAS,"$930,000 ",Nick Sundberg
,Nick Vannett\VannNi00,TE,2TM,"$736,000 ",Nick Vannett
,Nick Vigil\VigiNi00,ILB,CIN,"$2,000,000 ",Nick Vigil
,Nick Williams\WillNi01,DT,CHI,"$805,000 ",Nick Williams
238,Nickell Robey-Coleman\RobeNi00,CB,LAR,"$3,300,000 ",Nickell Robey-Coleman
,Nigel Bradham\BradNi00,OLB,PHI,"$930,000 ",Nigel Bradham
,Noah Fant\FantNo00,TE,DEN,"$495,000 ",Noah Fant
552,Noah Spence\SpenNo00,DE,WAS,"$1,273,132 ",Noah Spence
,Nyheim Hines\HineNy00,RB,IND,"$570,000 ",Nyheim Hines
511,O.J. Howard\HowaO.00,TE,TAM,"$1,473,602 ",O.J. Howard
10,Odell Beckham\BeckOd00,WR,CLE,"$16,750,000 ",Odell Beckham
,Ogbonnia Okoronkwo\OkorOg00,DE,LAR,"$570,000 ",Ogbonnia Okoronkwo
1041,Olabisi Johnson\JohnOl00,WR,MIN,"$647,500 ",Olabisi Johnson
,Olamide Zaccheaus\ZaccOl01,WR,ATL,"$495,000 ",Olamide Zaccheaus
,Olasunkanmi Adeniyi\AdenOl00,DE,PIT,"$570,000 ",Olasunkanmi Adeniyi
15,Olivier Vernon\VernOl00,DE,CLE,"$15,250,000 ",Olivier Vernon
,Olsen Pierre\PierOl00,DT,NYG,"$825,000 ",Olsen Pierre
1206,Oren Burks\BurkOr00,ILB,GNB,"$606,500 ",Oren Burks
1198,Orlando Brown\BrowOr00,OT,BAL,"$627,000 ",Orlando Brown
,Orlando Scandrick\ScanOr99,DB,PHI,"$1,030,000 ",Orlando Scandrick
,Oshane Ximines\XimiOs00,EDGE,NYG,"$495,000 ",Oshane Ximines
1003,P.J. Hall\HallP.00,DT,OAK,"$693,830 ",P.J. Hall
,P.J. Williams\WillP.00,CB,NOR,"$850,000 ",P.J. Williams
,Parris Campbell\CampPa00,WR,IND,"$495,000 ",Parris Campbell
809,Pat Elflein\ElflPa00,C,MIN,"$809,500 ",Pat Elflein
,Pat O'Donnell\ODonPa00,P,CHI,"$1,250,000 ",Pat O'Donnell
,Patrick Chung\ChunPa99,DB,NWE,"$1,900,000 ",Patrick Chung
,Patrick DiMarco\DiMaPa00,FB,BUF,"$1,600,000 ",Patrick DiMarco
,Patrick Laird\LairPa00,RB,MIA,"$495,000 ",Patrick Laird
,Patrick Mahomes\MahoPa00,QB,KAN,"$645,000 ",Patrick Mahomes
,Patrick Mekari\MekaPa00,G,BAL,"$495,000 ",Patrick Mekari
,Patrick Omameh\OmamPa00,G,NOR,"$805,000 ",Patrick Omameh
,Patrick Onwuasor\OnwuPa00,LB,BAL,"$3,095,000 ",Patrick Onwuasor
,Patrick Ricard\RicaPa00,DE,BAL,"$645,000 ",Patrick Ricard
,Patrick Robinson\RobiPa99,DB,NOR,"$4,000,000 ",Patrick Robinson
,Patrick Scales\ScalPa00,LS,CHI,"$720,000 ",Patrick Scales
,Paul Perkins\PerkPa00,RB,DET,"$720,000 ",Paul Perkins
,Paul Richardson\RichPa01,WR,WAS,"$5,000,000 ",Paul Richardson
,Pernell McPhee\McPhPe00,DL,BAL,"$930,000 ",Pernell McPhee
,Peter Kalambayi\KalaPe00,LB,HOU,"$570,000 ",Peter Kalambayi
,Peyton Barber\BarbPe01,RB,TAM,"$2,025,000 ",Peyton Barber
,Pharaoh Brown\BrowPh01,TE,CLE,"$570,000 ",Pharaoh Brown
,Pharoh Cooper\CoopPh00,WR,2TM,"$720,000 ",Pharoh Cooper
39,Philip Rivers\RivePh00,QB,LAC,"$11,000,000 ",Philip Rivers
,Phillip Dorsett\DorsPh00,WR,NWE,"$1,500,000 ",Phillip Dorsett
,Phillip Gaines\GainPh00,CB,HOU,"$805,000 ",Phillip Gaines
,Phillip Lindsay\LindPh00,RB,DEN,"$570,000 ",Phillip Lindsay
,Pierre Desir\DesiPi00,CB,IND,"$1,000,000 ",Pierre Desir
,Poona Ford\FordPo00,DT,SEA,"$570,000 ",Poona Ford
,Preston Brown\BrowPr00,ILB,CIN,"$900,000 ",Preston Brown
,Preston Smith\SmitPr00,DE,GNB,"$850,000 ",Preston Smith
,Preston Williams\WillPr01,WR,MIA,"$495,000 ",Preston Williams
,Prince Amukamara\AmukPr00,CB,CHI,"$8,500,000 ",Prince Amukamara
299,Quandre Diggs\DiggQu00,CB,DET,"$2,657,000 ",Quandre Diggs
,Quenton Nelson\NelsQu00,OG,IND,"$570,000 ",Quenton Nelson
,Quincy Enunwa\EnunQu00,WR,NYJ,"$1,000,000 ",Quincy Enunwa
1422,Quincy Williams\WillQu01,,JAX,"$495,000 ",Quincy Williams
709,Quincy Wilson\WilsQu01,CB,IND,"$989,207 ",Quincy Wilson
,Quinnen Williams\WillQu00,DL,NYJ,"$495,000 ",Quinnen Williams
,Quinton Dunbar\DunbQu00,WR,WAS,"$3,000,000 ",Quinton Dunbar
,Quinton Jefferson\JeffQu00,DT,SEA,"$2,025,000 ",Quinton Jefferson
,Quinton Spain\SpaiQu00,OG,BUF,"$1,750,000 ",Quinton Spain
,R.J. McIntosh\McInR.00,DT,NYG,"$570,000 ",R.J. McIntosh
772,Raekwon McMillan\McMiRa02,ILB,MIA,"$892,049 ",Raekwon McMillan
,Raheem Mostert\MostRa00,RB,SFO,"$1,400,000 ",Raheem Mostert
,Rakeem Nunez-Roches\NuneRa00,DT,TAM,"$805,000 ",Rakeem Nunez-Roches
,Ramik Wilson\WilsRa00,ILB,ARI,"$805,000 ",Ramik Wilson
,Ramon Foster\FostRa21,T,PIT,"$1,100,000 ",Ramon Foster
,Randall Cobb\CobbRa00,WR,DAL,"$2,000,000 ",Randall Cobb
510,Randy Bullock\BullRa00,K,CIN,"$1,475,000 ",Randy Bullock
,Rashaad Coward\CowaRa00,DT,CHI,"$645,000 ",Rashaad Coward
719,Rashaad Penny\PennRa00,RB,SEA,"$969,338 ",Rashaad Penny
641,Rashaan Evans\EvanRa01,ILB,TEN,"$1,006,236 ",Rashaan Evans
1210,Rashaan Gaulden\GaulRa00,CB,CAR,"$595,250 ",Rashaan Gaulden
548,Rashaan Melvin\MelvRa00,CB,DET,"$1,300,000 ",Rashaan Melvin
,Rashad Fenton\FentRa00,CB,KAN,"$495,000 ",Rashad Fenton
,Rashan Gary\GaryRa00,DL,GNB,"$3,950,000 ",Rashan Gary
,Rashard Higgins\HiggRa00,WR,CLE,"$2,025,000 ",Rashard Higgins
1193,Rasheem Green\GreeRa01,DT,SEA,"$639,000 ",Rasheem Green
,Rashod Hill\HillRa01,T,MIN,"$2,025,000 ",Rashod Hill
,Rasul Douglas\DougRa00,CB,PHI,"$670,000 ",Rasul Douglas
,Raven Greene\GreeRa02,S,GNB,"$570,000 ",Raven Greene
,Ray-Ray Armstrong\ArmsRa01,LB,NOR,"$1,000,000 ",Ray-Ray Armstrong
,Ray-Ray McCloud\McClRa00,WR,CAR,"$570,000 ",Ray-Ray McCloud
,Rayshawn Jenkins\JenkRa00,FS,LAC,"$645,000 ",Rayshawn Jenkins
,Reggie Bonnafon\BonnRe00,RB,CAR,"$495,000 ",Reggie Bonnafon
,Reggie Gilbert\GilbRe01,LB,TEN,"$570,000 ",Reggie Gilbert
577,Reggie Ragland\RaglRe00,ILB,KAN,"$1,196,551 ",Reggie Ragland
,Reid Ferguson\FergRe00,LS,BUF,"$700,000 ",Reid Ferguson
,Renell Wren\WrenRe00,DL,CIN,"$495,000 ",Renell Wren
23,Reshad Jones\JoneRe99,DB,MIA,"$13,015,000 ",Reshad Jones
,Rex Burkhead\BurkRe00,RB,NWE,"$1,750,000 ",Rex Burkhead
195,Rhett Ellison\ElliRh00,FB,NYG,"$4,475,000 ",Rhett Ellison
225,Ricardo Allen\AlleRi00,CB,ATL,"$3,500,000 ",Ricardo Allen
,Richard Sherman\SherRi00,DB,SFO,"$7,000,000 ",Richard Sherman
,Richie Incognito\IncoRi20,G,OAK,"$1,030,000 ",Richie Incognito
,Richie James\JameRi00,WR,SFO,"$570,000 ",Richie James
,Rick Lovato\LovaRi00,LS,PHI,"$720,000 ",Rick Lovato
,Ricky Seals-Jones\SealRi00,WR,CLE,"$645,000 ",Ricky Seals-Jones
80,Ricky Wagner\WagnRi00,OT,DET,"$9,000,000 ",Ricky Wagner
,Rigoberto Sanchez\SancRi00,P,IND,"$645,000 ",Rigoberto Sanchez
,Riley Dixon\DixoRi00,P,NYG,"$720,000 ",Riley Dixon
68,Riley Reiff\ReifRi00,OT,MIN,"$9,400,000 ",Riley Reiff
,River Cracraft\CracRi00,WR,DEN,"$570,000 ",River Cracraft
,Rob Havenstein\HaveRo00,OT,LAR,"$2,500,000 ",Rob Havenstein
186,Robbie Gould\gouldrob01,K,SFO,"$4,971,000 ",Robbie Gould
,Robby Anderson\AndeRo04,WR,NYJ,"$3,095,000 ",Robby Anderson
,Robert Davis\DaviRo00,WR,WAS,"$570,000 ",Robert Davis
,Robert Foster\FostRo01,WR,BUF,"$570,000 ",Robert Foster
,Robert Griffin\GrifRo01,QB,BAL,"$1,000,000 ",Robert Griffin
,Robert Jackson\JackRo00,CB,CLE,"$495,000 ",Robert Jackson
,Robert Quinn\QuinRo00,DE,DAL,"$6,000,000 ",Robert Quinn
,Robert Tonyan\TonyRo00,TE,GNB,"$570,000 ",Robert Tonyan
,Robert Woods\WoodRo02,WR,LAR,"$6,000,000 ",Robert Woods
,Rock Ya-Sin\Ya-SRo00,CB,IND,"$495,000 ",Rock Ya-Sin
,Roderic Teamer\TeamRo00,S,LAC,"$495,000 ",Roderic Teamer
,Roderick Johnson\JohnRo06,OT,HOU,"$570,000 ",Roderick Johnson
,Rodger Saffold\SaffRo20,T,TEN,"$3,500,000 ",Rodger Saffold
,Rodney Gunter\GuntRo00,DT,ARI,"$1,000,000 ",Rodney Gunter
89,Rodney Hudson\HudsRo00,OL,OAK,"$8,250,000 ",Rodney Hudson
,Rodney McLeod\McLeRo00,S,PHI,"$1,500,000 ",Rodney McLeod
,Rolan Milligan\MillRo03,S,IND,"$495,000 ",Rolan Milligan
,Romeo Okwara\OkwaRo01,DE,DET,"$720,000 ",Romeo Okwara
,Ronald Blair\BlaiRo00,DE,SFO,"$720,000 ",Ronald Blair
,Ronald Darby\DarbRo00,CB,PHI,"$1,000,000 ",Ronald Darby
892,Ronald Jones\JoneRo01,RB,TAM,"$801,450 ",Ronald Jones
90,Ronald Leary\LearRo00,G,DEN,"$8,150,000 ",Ronald Leary
1203,Ronnie Harrison\HarrRo02,SS,JAX,"$617,500 ",Ronnie Harrison
244,Ronnie Stanley\StanRo00,OT,BAL,"$3,243,318 ",Ronnie Stanley
439,Rontez Miles\MileRo00,FS,NYJ,"$1,907,000 ",Rontez Miles
,Roosevelt Nix\NixxRo01,FB,PIT,"$1,250,000 ",Roosevelt Nix
545,Roquan Smith\SmitRo07,ILB,CHI,"$1,319,871 ",Roquan Smith
,Ross Cockrell\CockRo00,CB,CAR,"$2,300,000 ",Ross Cockrell
,Ross Dwelley\DwelRo00,TE,SFO,"$570,000 ",Ross Dwelley
,Ross Pierschbacher\PierRo00,OL,WAS,"$495,000 ",Ross Pierschbacher
,Roy Robertson-Harris\RobeRo00,LB,CHI,"$645,000 ",Roy Robertson-Harris
1037,Royce Freeman\FreeRo00,RB,DEN,"$661,000 ",Royce Freeman
,Rudy Ford\FordRu00,S,PHI,"$645,000 ",Rudy Ford
,Russell Gage\GageRu00,WR,ATL,"$570,000 ",Russell Gage
,Russell Shepard\ShepRu00,WR,NYG,"$975,000 ",Russell Shepard
176,Russell Wilson\WilsRu00,QB,SEA,"$5,000,000 ",Russell Wilson
722,Ryan Anderson\AndeRy00,OLB,WAS,"$949,066 ",Ryan Anderson
,Ryan Connelly\ConnRy00,LB,NYG,"$495,000 ",Ryan Connelly
,Ryan Fitzpatrick\FitzRy00,QB,MIA,"$1,500,000 ",Ryan Fitzpatrick
,Ryan Glasgow\GlasRy00,DT,CIN,"$645,000 ",Ryan Glasgow
,Ryan Grant\GranRy01,WR,OAK,"$805,000 ",Ryan Grant
,Ryan Griffin\GrifRy00,TE,NYJ,"$2,250,000 ",Ryan Griffin
,Ryan Hunter\HuntRy00,T,KAN,"$495,000 ",Ryan Hunter
,Ryan Izzo\IzzoRy00,TE,NWE,"$495,000 ",Ryan Izzo
,Ryan Jensen\JensRy00,T,TAM,"$10,000,000 ",Ryan Jensen
,Ryan Kalil\KaliRy20,C,NYJ,"$2,400,000 ",Ryan Kalil
445,Ryan Kelly\KellRy00,C,IND,"$1,875,134 ",Ryan Kelly
44,Ryan Kerrigan\KerrRy00,DE,WAS,"$10,500,000 ",Ryan Kerrigan
,Ryan Lewis\LewiRy01,DB,2TM,"$570,000 ",Ryan Lewis
