Rk,Player,Pos,Tm,Salary,NewPlayer
551,Ryan Ramczyk\RamcRy00,OT,NOR,"$1,273,323 ",Ryan Ramczyk
,Ryan Smith\SmitRy00,CB,TAM,"$2,025,000 ",Ryan Smith
,Ryan Switzer\SwitRy00,WR,PIT,"$645,000 ",Ryan Switzer
,Ryan Tannehill\TannRy00,QB,TEN,"$1,750,000 ",Ryan Tannehill
,Ryquell Armstead\ArmsRy00,RB,JAX,"$495,000 ",Ryquell Armstead
,Sam Darnold\DarnSa00,QB,NYJ,"$570,000 ",Sam Darnold
,Sam Ficken\FickSa00,K,NYJ,"$495,000 ",Sam Ficken
1192,Sam Hubbard\HubbSa00,DE,CIN,"$640,000 ",Sam Hubbard
248,Sam Koch\KochSa20,P,BAL,"$3,150,000 ",Sam Koch
321,Sam Martin\MartSa01,P,DET,"$2,400,000 ",Sam Martin
,Sam Tevi\TeviSa00,OT,LAC,"$645,000 ",Sam Tevi
,Sam Young\YounSa21,T,SFO,"$1,030,000 ",Sam Young
,Samaje Perine\PeriSa00,RB,CIN,"$645,000 ",Samaje Perine
36,Sammy Watkins\WatkSa00,WR,KAN,"$11,950,000 ",Sammy Watkins
,Samson Ebukam\EbukSa00,OLB,LAR,"$645,000 ",Samson Ebukam
,Samuel Eguavoen\EguaSa00,LB,MIA,"$495,000 ",Samuel Eguavoen
444,Saquon Barkley\BarkSa00,RB,NYG,"$1,897,943 ",Saquon Barkley
,Scott Miller\MillSc01,WR,TAM,"$495,000 ",Scott Miller
,Scott Quessenberry\QuesSc00,C,LAC,"$570,000 ",Scott Quessenberry
,Sean Chandler\ChanSe00,FS,NYG,"$570,000 ",Sean Chandler
,Sean Culkin\CulkSe00,TE,LAC,"$645,000 ",Sean Culkin
640,Sean Davis\DaviSe00,FS,PIT,"$1,007,314 ",Sean Davis
,Sean Lee\LeexSe99,LB,DAL,"$2,000,000 ",Sean Lee
,Sean Mannion\MannSe00,QB,MIN,"$805,000 ",Sean Mannion
,Sean Murphy-Bunting\BuntSe00,CB,TAM,"$495,000 ",Sean Murphy-Bunting
,Seantrel Henderson\HendSe00,OT,HOU,"$1,500,000 ",Seantrel Henderson
,Sebastian Joseph\JoseSe00,DT,LAR,"$570,000 ",Sebastian Joseph
,Senio Kelemete\KeleSe00,T,HOU,"$2,750,000 ",Senio Kelemete
,Seth Devalve\DevaSe00,TE,JAX,"$720,000 ",Seth Devalve
,Seth Roberts\RobeSe00,WR,BAL,"$1,700,000 ",Seth Roberts
,Shakial Taylor\TaylSh00,CB,IND,"$495,000 ",Shakial Taylor
,Shamar Stephen\StepSh00,DT,MIN,"$900,000 ",Shamar Stephen
,Shaq Calhoun\CalhSh01,G,MIA,"$495,000 ",Shaq Calhoun
448,Shaq Lawson\LawsSh00,DE,BUF,"$1,851,679 ",Shaq Lawson
,Shaq Mason\MasoSh01,RG,NWE,"$4,000,000 ",Shaq Mason
72,Shaq Thompson\ThomSh01,OLB,CAR,"$9,232,000 ",Shaq Thompson
,Shaquem Griffin\GrifSh01,OLB,SEA,"$570,000 ",Shaquem Griffin
,Shaquil Barrett\BarrSh00,OLB,TAM,"$1,000,000 ",Shaquil Barrett
1012,Shaquill Griffin\GrifSh00,DB,SEA,"$680,000 ",Shaquill Griffin
,Sharif Finch\FincSh00,LB,TEN,"$570,000 ",Sharif Finch
,Sharrod Neasman\NeasSh00,S,ATL,"$720,000 ",Sharrod Neasman
,Shaun Dion Hamilton\DionSh00,LB,WAS,"$570,000 ",Shaun Dion Hamilton
,Shawn Williams\WillSh02,SS,CIN,"$3,500,000 ",Shawn Williams
,Shelby Harris\HarrSh00,DE,DEN,"$3,095,000 ",Shelby Harris
,Sheldon Day\DayxSh00,DT,SFO,"$720,000 ",Sheldon Day
342,Sheldon Rankins\RankSh00,DT,NOR,"$2,195,680 ",Sheldon Rankins
,Sheldon Richardson\RichSh00,DT,CLE,"$8,000,000 ",Sheldon Richardson
,Sheldrick Redwine\RedwSh00,S,CLE,"$800,000 ",Sheldrick Redwine
,Sherrick McManis\McMaSh99,DB,CHI,"$1,500,000 ",Sherrick McManis
,Shilique Calhoun\CalhSh00,DE,NWE,"$720,000 ",Shilique Calhoun
,Shy Tuttle\TuttSh00,DL,NOR,"$495,000 ",Shy Tuttle
635,Sidney Jones\JoneSi00,CB,PHI,"$1,023,190 ",Sidney Jones
,Simeon Thomas\ThomSi00,CB,WAS,"$495,000 ",Simeon Thomas
,Sione Takitaki\TakiSi00,LB,CLE,"$495,000 ",Sione Takitaki
,Siran Neal\NealSi00,CB,BUF,"$570,000 ",Siran Neal
,Solomon Thomas\ThomSo00,DE,SFO,"$645,000 ",Solomon Thomas
758,Sony Michel\MichSo00,RB,NWE,"$917,577 ",Sony Michel
539,Spencer Long\LongSp00,OG,BUF,"$1,350,000 ",Spencer Long
118,Star Lotulelei\LotuSt00,DT,BUF,"$7,150,000 ",Star Lotulelei
,Stefen Wisniewski\WisnSt01,OL,KAN,"$1,250,000 ",Stefen Wisniewski
,Stefon Diggs\DiggSt00,WR,MIN,"$8,900,000 ",Stefon Diggs
,Stephen Anderson\AndeSt01,TE,LAC,"$645,000 ",Stephen Anderson
595,Stephen Gostkowski\GostSt20,K,NWE,"$1,100,000 ",Stephen Gostkowski
,Stephen Hauschka\HausSt00,K,BUF,"$2,000,000 ",Stephen Hauschka
,Stephen Weatherly\WeatSt00,OLB,MIN,"$720,000 ",Stephen Weatherly
,Stephon Gilmore\GilmSt00,CB,NWE,"$1,000,000 ",Stephon Gilmore
145,Stephon Tuitt\TuitSt00,DT,PIT,"$6,000,000 ",Stephon Tuitt
,Stephone Anthony\AnthSt00,ILB,NOR,"$805,000 ",Stephone Anthony
553,Sterling Shepard\ShepSt00,WR,NYG,"$1,260,623 ",Sterling Shepard
,Steve McLendon\McLeSt00,DT,NYJ,"$1,500,000 ",Steve McLendon
,Steven Nelson\NelsSt01,CB,PIT,"$1,500,000 ",Steven Nelson
,Steven Parker\ParkSt00,DB,MIA,"$495,000 ",Steven Parker
,Steven Sims\SimsSt00,WR,WAS,"$495,000 ",Steven Sims
112,T.J. Carrie\CarrTr00,CB,CLE,"$7,500,000 ",T.J. Carrie
,T.J. Hockenson\HockTJ00,TE,DET,"$495,000 ",T.J. Hockenson
,T.J. Jones\JoneT.00,WR,NYG,"$805,000 ",T.J. Jones
,T.J. Logan\LogaT.00,RB,TAM,"$645,000 ",T.J. Logan
547,T.J. Watt\WattT.00,OLB,PIT,"$1,306,688 ",T.J. Watt
,T.J. Yeldon\YeldT.00,RB,BUF,"$1,000,000 ",T.J. Yeldon
,T.Y. Hilton\HiltT.00,WR,IND,"$13,000,000 ",T.Y. Hilton
535,Taco Charlton\CharTa00,DE,MIA,"$1,376,672 ",Taco Charlton
,Tae Davis\DaviTa00,LB,NYG,"$570,000 ",Tae Davis
279,Tahir Whitehead\WhitTa00,OLB,OAK,"$2,950,000 ",Tahir Whitehead
,Taiwan Jones\JoneTa00,RB,HOU,"$930,000 ",Taiwan Jones
,Tajae Sharpe\SharTa00,WR,TEN,"$2,025,000 ",Tajae Sharpe
533,Takkarist McKinley\McKiTa00,OLB,ATL,"$1,393,775 ",Takkarist McKinley
,Tank Carradine\CarrCo00,DE,MIA,"$805,000 ",Tank Carradine
,Tanner Vallejo\VallTa00,ILB,WAS,"$645,000 ",Tanner Vallejo
794,Tanoh Kpassagnon\KpasTa00,DE,KAN,"$832,838 ",Tanoh Kpassagnon
,Tanzel Smart\SmarTa00,DT,LAR,"$645,000 ",Tanzel Smart
1006,Tarell Basham\BashTa00,DE,NYJ,"$687,500 ",Tarell Basham
,Tarik Cohen\CoheTa00,RB,CHI,"$645,000 ",Tarik Cohen
,Taron Johnson\JohnTa01,CB,BUF,"$570,000 ",Taron Johnson
1207,Tarvarius Moore\MoorTa00,S,SFO,"$603,000 ",Tarvarius Moore
306,Tashaun Gipson\GipsTa00,DB,HOU,"$2,500,000 ",Tashaun Gipson
723,Taven Bryan\BryaTa00,DT,JAX,"$941,589 ",Taven Bryan
,Tavierre Thomas\ThomTa01,DB,CLE,"$570,000 ",Tavierre Thomas
,Tavon Austin\AustTa00,WR,DAL,"$1,000,000 ",Tavon Austin
,Tavon Wilson\WilsTa00,FS,DET,"$1,000,000 ",Tavon Wilson
,Taybor Pepper\PeppTa00,LS,MIA,"$570,000 ",Taybor Pepper
437,Taylor Decker\DeckTa00,OT,DET,"$1,945,498 ",Taylor Decker
,Taylor Gabriel\GabrTa00,WR,CHI,"$5,500,000 ",Taylor Gabriel
18,Taylor Lewan\LewaTa00,OT,TEN,"$14,500,000 ",Taylor Lewan
793,Taylor Moton\MotoTa00,OT,CAR,"$843,014 ",Taylor Moton
,Taylor Rapp\RappTa00,S,LAR,"$495,000 ",Taylor Rapp
,Taylor Stallworth\StalTa00,DT,NOR,"$570,000 ",Taylor Stallworth
,Taysom Hill\HillTa00,QB,NOR,"$645,000 ",Taysom Hill
902,Taywan Taylor\TaylTa00,WR,CLE,"$773,500 ",Taywan Taylor
,Ted Ginn\GinnTe00,WR,NOR,"$2,500,000 ",Ted Ginn
,Ted Karras\KarrTe00,OG,NWE,"$720,000 ",Ted Karras
,Ted Larsen\LarsTe20,C,CHI,"$930,000 ",Ted Larsen
,Teddy Bridgewater\BridTe00,QB,NOR,"$1,250,000 ",Teddy Bridgewater
,Tedric Thompson\ThomTe00,SS,SEA,"$645,000 ",Tedric Thompson
,Terrance Mitchell\MitcTe00,CB,CLE,"$2,500,000 ",Terrance Mitchell
720,Terrell Edmunds\EdmuTe00,S,PIT,"$966,263 ",Terrell Edmunds
,Terrell McClain\McClTe00,DL,KAN,"$930,000 ",Terrell McClain
,Terrell Suggs\SuggTe99,LB-DE,ARI,"$3,000,000 ",Terrell Suggs
,Terrence Brooks\BrooTe00,FS,NWE,"$805,000 ",Terrence Brooks
42,Terron Armstead\ArmsTe00,OT,NOR,"$10,700,000 ",Terron Armstead
,Terry McLaurin\McLaTe00,WR,WAS,"$495,000 ",Terry McLaurin
477,Tevin Coleman\ColeTe01,RB,SFO,"$1,550,000 ",Tevin Coleman
554,Thomas Davis\DaviTh20,LB,LAC,"$1,250,000 ",Thomas Davis
,Thomas Hennessy\HennTh00,LS,NYJ,"$645,000 ",Thomas Hennessy
,Thomas Morstead\MorsTh00,P,NOR,"$2,950,000 ",Thomas Morstead
,Tim Patrick\PatrTi00,WR,DEN,"$570,000 ",Tim Patrick
,Tim Settle\SettTi00,DT,WAS,"$570,000 ",Tim Settle
1005,Tim Williams\WillTi00,OLB,2TM,"$690,000 ",Tim Williams
,Timmy Jernigan\JernTi00,DT,PHI,"$1,000,000 ",Timmy Jernigan
,Todd Davis\DaviTo01,LB,DEN,"$4,000,000 ",Todd Davis
,Todd Gurley\GurlTo01,RB,LAR,"$5,000,000 ",Todd Gurley
20,Tom Brady\BradTo00,QB,NWE,"$14,000,000 ",Tom Brady
524,Tom Compton\CompTo00,T,NYJ,"$1,410,000 ",Tom Compton
,Tommy Sweeney\SweeTo00,TE,BUF,"$495,000 ",Tommy Sweeney
,Tony Bergstrom\BergTo00,OT,WAS,"$805,000 ",Tony Bergstrom
,Tony Brown\BrowTo01,CB,GNB,"$570,000 ",Tony Brown
,Tony Jefferson\JeffTo00,FS,BAL,"$8,000,000 ",Tony Jefferson
,Tony McRae\McRaTo00,CB,CIN,"$645,000 ",Tony McRae
,Tony Pollard\PollTo00,RB,DAL,"$495,000 ",Tony Pollard
,Torry McTyer\McTyTo00,CB,CIN,"$645,000 ",Torry McTyer
,Tra Carson\CarsTr01,HB,GNB,"$570,000 ",Tra Carson
1197,Tracy Walker\WalkTr01,S,DET,"$628,000 ",Tracy Walker
,Trae Waynes\WaynTr00,CB,MIN,"$9,069,000 ",Trae Waynes
171,Trai Turner\TurnTr01,OG,CAR,"$5,297,000 ",Trai Turner
,Tramaine Brock\BrocTr00,DB,ARI,"$1,000,000 ",Tramaine Brock
239,Tramon Williams\WillTr99,DB,GNB,"$3,250,000 ",Tramon Williams
,Travin Howard\HowaTr00,OLB,LAR,"$495,000 ",Travin Howard
,Travis Benjamin\BenjTr00,WR,LAC,"$5,250,000 ",Travis Benjamin
,Travis Frederick\FredTr00,C,DAL,"$6,000,000 ",Travis Frederick
,Travis Homer\HomeTr00,RB,SEA,"$495,000 ",Travis Homer
,Travis Kelce\KelcTr00,TE,KAN,"$7,500,000 ",Travis Kelce
,Trayveon Williams\WillTr06,RB,CIN,"$495,000 ",Trayveon Williams
,Trayvon Mullen\MullTr00,CB,OAK,"$495,000 ",Trayvon Mullen
,Tre Boston\BostTr00,FS,CAR,"$1,125,000 ",Tre Boston
,Tre Flowers\FlowTr01,SS,SEA,"$570,000 ",Tre Flowers
,Tre Herndon\HernTr00,CB,JAX,"$570,000 ",Tre Herndon
534,TreDavious White\WhitTr01,CB,BUF,"$1,382,374 ",TreDavious White
608,Tremaine Edmunds\EdmuTr01,ILB,BUF,"$1,055,434 ",Tremaine Edmunds
,Tremon Smith\SmitTr04,,2TM,"$570,000 ",Tremon Smith
,Trent Brown\BrowTr02,OT,OAK,"$5,000,000 ",Trent Brown
,Trent Harris\HarrTr01,DL,MIA,"$495,000 ",Trent Harris
157,Trent Murphy\MurpTr00,DE,BUF,"$5,800,000 ",Trent Murphy
,Trent Sherfield\SherTr00,WR,ARI,"$570,000 ",Trent Sherfield
,Trent Sieg\SiegTr00,LS,OAK,"$570,000 ",Trent Sieg
,Trenton Cannon\CannTr00,RB,NYJ,"$570,000 ",Trenton Cannon
,Trenton Scott\ScotTr01,T,LAC,"$570,000 ",Trenton Scott
1204,Tre'Quan Smith\SmitTr03,WR,NOR,"$616,500 ",Tre'Quan Smith
,Tress Way\WayxTr00,P,WAS,"$1,500,000 ",Tress Way
,Trevon Wesco\WescTr00,TE,NYJ,"$495,000 ",Trevon Wesco
,Trevor Daniel\DaniTr00,P,HOU,"$570,000 ",Trevor Daniel
,Trevor Davis\DaviTr03,WR,2TM,"$720,000 ",Trevor Davis
,Trevor Siemian\SiemTr00,QB,NYJ,"$1,000,000 ",Trevor Siemian
,Trevor Williams\WillTr05,CB,ARI,"$2,025,000 ",Trevor Williams
130,Trey Burton\BurtTr01,TE,CHI,"$6,700,000 ",Trey Burton
,Trey Edmunds\EdmuTr00,RB,PIT,"$645,000 ",Trey Edmunds
,Trey Flowers\FlowTr00,DE,DET,"$805,000 ",Trey Flowers
,Trey Hendrickson\HendTr00,DE,NOR,"$668,000 ",Trey Hendrickson
,Trey Hopkins\HopkTr01,G,CIN,"$3,095,000 ",Trey Hopkins
1212,Trey Marshall\MarsTr00,S,DEN,"$570,000 ",Trey Marshall
,Trey Pipkins\PipkTr00,OT,LAC,"$495,000 ",Trey Pipkins
,Trey Quinn\QuinTr00,WR,WAS,"$570,000 ",Trey Quinn
,Treyvon Hester\HestTr00,DT,WAS,"$645,000 ",Treyvon Hester
,Troy Apke\ApkeTr00,S,WAS,"$570,000 ",Troy Apke
,Troy Fumagalli\FumaTr00,TE,DEN,"$495,000 ",Troy Fumagalli
,Troy Hill\HillTr01,CB,LAR,"$2,025,000 ",Troy Hill
,Troy Reeder\ReedTr01,LB,LAR,"$495,000 ",Troy Reeder
,Troymaine Pope\PopeTr00,RB,LAC,"$645,000 ",Troymaine Pope
,Trumaine Johnson\JohnTr05,CB,NYJ,"$8,000,000 ",Trumaine Johnson
,Trysten Hill\HillTr00,DL,DAL,"$495,000 ",Trysten Hill
,Tuzar Skipper\SkipTu00,LB,NYG,"$495,000 ",Tuzar Skipper
,Ty Johnson\JohnTy02,RB,DET,"$495,000 ",Ty Johnson
,Ty Montgomery\MontTy01,WR/RB,NYJ,"$805,000 ",Ty Montgomery
,Ty Nsekhe\NsekTy00,T,BUF,"$3,200,000 ",Ty Nsekhe
,Ty Sambrailo\SambTy00,OT,ATL,"$2,000,000 ",Ty Sambrailo
1040,Ty Summers\SummTy00,LB,GNB,"$652,500 ",Ty Summers
,Tyeler Davison\DaviTy01,DT,ATL,"$805,000 ",Tyeler Davison
713,Tyler Boyd\BoydTy00,WR,CIN,"$980,769 ",Tyler Boyd
,Tyler Conklin\ConkTy00,TE,MIN,"$570,000 ",Tyler Conklin
644,Tyler Eifert\EifeTy00,TE,CIN,"$1,000,000 ",Tyler Eifert
,Tyler Ervin\ErviTy00,RB,JAX,"$720,000 ",Tyler Ervin
,Tyler Higbee\HigbTy00,TE,LAR,"$2,025,000 ",Tyler Higbee
,Tyler Lancaster\LancTy00,DL,GNB,"$570,000 ",Tyler Lancaster
,Tyler Larsen\LarsTy00,C,CAR,"$900,000 ",Tyler Larsen
218,Tyler Lockett\LockTy00,WR,SEA,"$3,907,000 ",Tyler Lockett
,Tyler Matakevich\MataTy00,ILB,PIT,"$720,000 ",Tyler Matakevich
,Tyler Ott\OttxTy00,LS,SEA,"$645,000 ",Tyler Ott
,Tyler Shatley\ShatTy00,OG,JAX,"$805,000 ",Tyler Shatley
1015,Tyquan Lewis\LewiTy00,DE,IND,"$678,457 ",Tyquan Lewis
,Tyrann Mathieu\MathTy00,CB,KAN,"$850,000 ",Tyrann Mathieu
436,Tyreek Hill\HillTy00,WR,KAN,"$1,965,036 ",Tyreek Hill
,Tyrell Crosby\CrosTy00,OT,DET,"$570,000 ",Tyrell Crosby
,Tyrell Williams\WillTy00,WR,OAK,"$5,000,000 ",Tyrell Williams
,Tyrod Taylor\TaylTy00,QB,LAC,"$1,000,000 ",Tyrod Taylor
,Tyron Smith\SmitTy00,OT,DAL,"$10,000,000 ",Tyron Smith
120,Tyrone Crawford\CrawTy00,DE,DAL,"$7,000,000 ",Tyrone Crawford
,Tyson Alualu\AluaTy99,DT,PIT,"$1,250,000 ",Tyson Alualu
,Tytus Howard\HowaTy00,,HOU,"$495,000 ",Tytus Howard
718,Tyus Bowser\BowsTy00,OLB,BAL,"$971,874 ",Tyus Bowser
912,Uchenna Nwosu\NwosUc00,OLB,LAC,"$741,799 ",Uchenna Nwosu
,Ugochukwu Amadi\AmadUg00,S,SEA,"$495,000 ",Ugochukwu Amadi
1036,Ulysees Gilbert\GilbUl00,LB,PIT,"$661,750 ",Ulysees Gilbert
203,Vance McDonald\McDoVa00,TE,PIT,"$4,200,000 ",Vance McDonald
587,Vernon Butler\ButlVe00,DT,CAR,"$1,144,980 ",Vernon Butler
,Vernon Davis\DaviVe00,TE,WAS,"$4,750,000 ",Vernon Davis
326,Vernon Hargreaves\HargVe00,CB,TAM,"$2,383,317 ",Vernon Hargreaves
29,Vic Beasley\BeasVi00,OLB,ATL,"$12,810,000 ",Vic Beasley
,Vince Biegel\BiegVi00,OLB,MIA,"$645,000 ",Vince Biegel
,Vince Williams\WillVi01,ILB,PIT,"$805,000 ",Vince Williams
,Vinny Curry\CurrVi00,DE,PHI,"$1,000,000 ",Vinny Curry
,Virgil Green\GreeVi00,TE,LAC,"$2,500,000 ",Virgil Green
581,Vita Vea\VeaxVi00,DT,TAM,"$1,153,829 ",Vita Vea
,Von Miller\MillVo00,LB,DEN,"$17,000,000 ",Von Miller
708,Vonn Bell\BellVo00,SS,NOR,"$991,677 ",Vonn Bell
582,Vontaze Burfict\BurfVo00,LB,OAK,"$1,150,000 ",Vontaze Burfict
,Vyncint Smith\SmitVy00,WR,NYJ,"$570,000 ",Vyncint Smith
,Walt Aikens\AikeWa00,CB,MIA,"$1,400,000 ",Walt Aikens
,Wayne Gallman\GallWa00,RB,NYG,"$645,000 ",Wayne Gallman
,Wendell Smallwood\SmalWe00,RB,WAS,"$720,000 ",Wendell Smallwood
,Wes Martin\MartWe00,G,WAS,"$495,000 ",Wes Martin
,Wes Schweitzer\SchwWe00,OT,ATL,"$2,025,000 ",Wes Schweitzer
,Wesley Woodyard\WoodWe20,LB,TEN,"$2,950,000 ",Wesley Woodyard
165,Weston Richburg\RichWe00,C,SFO,"$5,500,000 ",Weston Richburg
,Whitney Mercilus\MercWh00,DE,HOU,"$5,750,000 ",Whitney Mercilus
,Wil Lutz\LutzWi00,K,NOR,"$850,000 ",Wil Lutz
,Will Clapp\ClapWi00,C,NOR,"$570,000 ",Will Clapp
,Will Dissly\DissWi00,TE,SEA,"$570,000 ",Will Dissly
450,Will Fuller\FullWi01,WR,HOU,"$1,836,043 ",Will Fuller
,Will Harris\HarrWi02,S,DET,"$495,000 ",Will Harris
802,Will Hernandez\HernWi00,OG,NYG,"$818,670 ",Will Hernandez
,Will Parks\ParkWi01,S,DEN,"$2,025,000 ",Will Parks
,Will Redmond\RedmWi00,CB,GNB,"$570,000 ",Will Redmond
,Will Richardson\RichWi01,OT,JAX,"$570,000 ",Will Richardson
,William Gholston\GholWi00,DE,TAM,"$3,750,000 ",William Gholston
457,William Jackson\JackWi02,CB,CIN,"$1,773,497 ",William Jackson
,Willie Snead\SneaWi00,WR,BAL,"$3,000,000 ",Willie Snead
,Wyatt Teller\TellWy00,OG,CLE,"$570,000 ",Wyatt Teller
549,Xavien Howard\HowaXa00,CB,MIA,"$1,285,642 ",Xavien Howard
,Xavier Crawford\CrawXa00,CB,HOU,"$495,000 ",Xavier Crawford
,Xavier Grimble\GrimXa00,TE,PIT,"$2,025,000 ",Xavier Grimble
47,Xavier Rhodes\RhodXa00,CB,MIN,"$10,400,000 ",Xavier Rhodes
,Xavier Su'a-Filo\Sua-Xa00,OG,DAL,"$805,000 ",Xavier Su'a-Filo
333,Xavier Williams\WillXa00,DT,KAN,"$2,257,000 ",Xavier Williams
,Xavier Woods\WoodXa00,SS,DAL,"$645,000 ",Xavier Woods
,Yannick Ngakoue\NgakYa00,OLB,JAX,"$2,025,000 ",Yannick Ngakoue
,Zach Allen\AlleZa01,DL,ARI,"$495,000 ",Zach Allen
,Zach Banner\BannZa00,OG,PIT,"$645,000 ",Zach Banner
,Zach Brown\BrowZa00,OLB,PHI,"$1,000,000 ",Zach Brown
774,Zach Cunningham\CunnZa00,OLB,HOU,"$871,522 ",Zach Cunningham
,Zach Ertz\ErtzZa00,TE,PHI,"$8,000,000 ",Zach Ertz
,Zach Fulton\FultZa00,OG,HOU,"$6,500,000 ",Zach Fulton
990,Zach Gentry\GentZa00,TE,PIT,"$715,000 ",Zach Gentry
,Zach Kerr\KerrZa00,NT,ARI,"$1,500,000 ",Zach Kerr
,Zach Line\LineZa01,FB,NOR,"$850,000 ",Zach Line
,Zach Pascal\PascZa00,WR,IND,"$570,000 ",Zach Pascal
,Zach Sieler\SielZa00,DE,BAL,"$570,000 ",Zach Sieler
,Zach Triner\TrinZa00,LS,TAM,"$495,000 ",Zach Triner
,Zach Wood\WoodZa00,DE,NOR,"$645,000 ",Zach Wood
,Zack Martin\MartZa00,OT,DAL,"$10,000,000 ",Zack Martin
,Za'Darius Smith\SmitZa00,DE,GNB,"$1,000,000 ",Za'Darius Smith
,Zaire Franklin\FranZa00,LB,IND,"$570,000 ",Zaire Franklin
,Zak DeOssie\DeOsZa99,LB,NYG,"$1,030,000 ",Zak DeOssie
,Zane Gonzalez\GonzZa00,K,ARI,"$645,000 ",Zane Gonzalez
603,Zay Jones\JoneZa00,WR,BUF,"$1,081,348 ",Zay Jones
,Zeke Turner\TurnZe00,S,ARI,"$570,000 ",Zeke Turner
